"","Indice","YearFixed","MonthFixed","SpeciesFixed","DateFormated","WeekDayNumber","HemisphereFixed","AgeFixed","Sex","ActivityFixed","CountryFixed","ContinentFixed","Area","LargoMetrosFixed","LargoEstandarizado","FatalFixed"
"4496",4766,"1940","06","SPECIE_UNKNOWN","1940/06/30",1,"North",-1,"M","FISHING","USA","NORTH_AMERICA","North Carolina",3,"LARGO_2_3",0
"4497",4767,"1940","03","WHITE_SHARK","1940/03/31",1,"South",25,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",1
"4498",4768,"1940","03","WOBBEGONG_SHARK","1940/03/20",4,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4499",4769,"1940","02","WHITE_SHARK","1940/02/22",5,"South",17,"M","SWIMMING","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",1
"4500",4770,"1940","02","SPECIE_UNKNOWN","1940/02/20",3,"South",-1,"","CANOEING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4501",4771,"1940","02","SPECIE_UNKNOWN","1940/02/4",1,"South",55,"M","WADING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"4502",4772,"1940","01","SPECIE_UNKNOWN","1940/01/29",2,"South",17,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4503",4773,"1940","01","SPECIE_UNKNOWN","1940/01/23",3,"South",13,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",3,"LARGO_2_3",1
"4504",4774,"1940","01","SPECIE_UNKNOWN","1940/01/15",2,"South",22,"M","SWIMMING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4505",4775,"1940","01","SPECIE_UNKNOWN","1940/01/07",1,"South",18,"M","SWIMMING","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",2.4,"LARGO_2_3",1
"4506",4776,"1940","01","SPECIE_UNKNOWN","1940/01/01",2,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4507",4777,"1940","00","WHITE_SHARK","",99,"North",-1,"","BOATING","SLOVENIA","EUROPE","Adriatic Sea",NA,"N/A",0
"4508",4778,"1940","00","SPECIE_UNKNOWN","",99,"South",-1,"F","ACTIVITY_UNKNOWN","NEW_GUINEA","OCEANIA","Bwagaoia",NA,"N/A",1
"4509",4779,"1940","00","SPECIE_UNKNOWN","",99,"South",-1,"","ACTIVITY_UNKNOWN","PAPUA_NEW_GUINEA","OCEANIA","Western Papuan Gulf",NA,"N/A",0
"4510",4781,"1940","00","SPECIE_UNKNOWN","",99,"South",-1,"F","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",1
"4511",4784,"1939","12","SPECIE_UNKNOWN","1939/12/14",5,"South",20,"M","SWIMMING","AUSTRALIA","OCEANIA","Queensland",2.6,"LARGO_2_3",1
"4512",4785,"1939","11","BLUE_SHARK","1939/11/23",5,"South",-1,"","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",4.8768,"LARGO_4_5",0
"4513",4786,"1939","11","COPPER_SHARK","1939/11/11",7,"South",-1,"","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4514",4789,"1939","11","SPECIE_UNKNOWN","1939/11/02",5,"South",-1,"M","FISHING","SAMOA","OCEANIA","",NA,"N/A",1
"4515",4790,"1939","10","TIGER_SHARK","1939/10/25",4,"South",27,"M","SWIMMING","AUSTRALIA","OCEANIA","Queensland",4.3,"LARGO_4_5",0
"4516",4791,"1939","10","SPECIE_UNKNOWN","1939/10/04",4,"North",-1,"M","FISHING","USA","NORTH_AMERICA","Hawaii",1.5,"LARGO_1_2",0
"4517",4792,"1939","09","TIGER_SHARK","1939/09/27",4,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait ",NA,"N/A",0
"4518",4793,"1939","08","SPECIE_UNKNOWN","1939/08/01",3,"North",33,"M","FISHING","USA","NORTH_AMERICA","California",NA,"N/A",0
"4519",4794,"1939","07","SPECIE_UNKNOWN","1939/07/18",3,"",3,"","ACTIVITY_UNKNOWN","PACIFIC_OCEAN","UNKNOWN","",NA,"N/A",1
"4520",4795,"1939","07","NURSE_SHARK","1939/07/16",1,"North",38,"M","DIVING","BAHAMAS","NORTH_AMERICA","Andros Islands",2.1,"LARGO_2_3",0
"4521",4796,"1939","07","SPECIE_UNKNOWN","1939/07/14",6,"North",-1,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Texas",5.4864,"LARGO_5_6",0
"4522",4797,"1939","05","SPECIE_UNKNOWN","1939/05/03",4,"North",-1,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Virginia",NA,"N/A",1
"4523",4798,"1939","04","SPECIE_UNKNOWN","1939/04/12",4,"South",9,"M","ACTIVITY_UNKNOWN","PAPUA_NEW_GUINEA","OCEANIA","Morobe Province",NA,"N/A",1
"4524",4799,"1939","03","SPECIE_UNKNOWN","1939/03/24",6,"South",-1,"M","ACTIVITY_UNKNOWN","PAPUA_NEW_GUINEA","OCEANIA","Central Province",NA,"N/A",1
"4525",4800,"1939","02","SPECIE_UNKNOWN","1939/02/26",1,"North",-1,"M","SWIMMING","INDIA","ASIA","Tamil Nadu",NA,"N/A",1
"4526",4801,"1939","02","SPECIE_UNKNOWN","1939/02/26",1,"South",-1,"M","FISHING","NEW_ZEALAND","OCEANIA","North Island",2.1336,"LARGO_2_3",0
"4527",4802,"1939","01","SPECIE_UNKNOWN","1939/01/12",5,"South",11,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",2.1336,"LARGO_2_3",0
"4528",4803,"1939","00","SPECIE_UNKNOWN","",99,"North",-1,"F","ACTIVITY_UNKNOWN","SRI_LANKA","ASIA","",NA,"N/A",0
"4529",4804,"1939","00","TIGER_SHARK","",99,"North",-1,"","FISHING","BAHAMAS","NORTH_AMERICA","Andros Islands",NA,"N/A",0
"4530",4805,"1939","00","SPECIE_UNKNOWN","",99,"North",-1,"M","BATHING","VENEZUELA","SOUTH_AMERICA","Carabobo",NA,"N/A",1
"4531",4806,"1939","00","TIGER_SHARK","",99,"North",-1,"M","DIVING","CURACAO","NORTH_AMERICA","Ascension Bay",NA,"N/A",0
"4532",4807,"1939","00","SPECIE_UNKNOWN","",99,"South",-1,"M","SWIMMING","PAPUA_NEW_GUINEA","OCEANIA","Abau Sub District, Central Province",NA,"N/A",1
"4533",4808,"1938","12","SPECIE_UNKNOWN","1938/12/27",3,"South",19,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"4534",4809,"1938","10","TIGER_SHARK","1938/10/05",4,"South",18,"M","FISHING","AUSTRALIA","OCEANIA","Queensland",1.8288,"LARGO_1_2",0
"4535",4810,"1938","08","SPECIE_UNKNOWN","1938/08/29",2,"North",-1,"M","SWIMMING","CHINA","ASIA","North China",NA,"N/A",1
"4536",4811,"1938","08","SPECIE_UNKNOWN","1938/08/18",5,"North",-1,"M","FISHING","USA","NORTH_AMERICA","California",NA,"N/A",0
"4537",4812,"1938","07","SPECIE_UNKNOWN","1938/07/18",2,"North",-1,"M","SWIMMING","USA","NORTH_AMERICA","South Carolina",NA,"N/A",0
"4538",4813,"1938","07","SPECIE_UNKNOWN","1938/07/17",1,"North",-1,"M","FISHING","TURKEY","ASIA","",NA,"N/A",0
"4539",4814,"1938","07","SPECIE_UNKNOWN","1938/07/17",1,"North",27,"M","FISHING","USA","NORTH_AMERICA","California",NA,"N/A",0
"4540",4815,"1938","07","SPECIE_UNKNOWN","1938/07/12",3,"South",25,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",1
"4541",4816,"1938","06","BULL_SHARK","1938/06/17",6,"North",-1,"","ACTIVITY_UNKNOWN","NICARAGUA","NORTH_AMERICA","Lower San Juan River",NA,"N/A",1
"4542",4817,"1938","06","SPECIE_UNKNOWN","1938/06/08",4,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","New South Wales",1.8288,"LARGO_1_2",0
"4543",4818,"1938","05","SPECIE_UNKNOWN","1938/05/26",5,"North",-1,"M","FISHING","COSTA_RICA","NORTH_AMERICA","Nicoya Peninsula",NA,"N/A",1
"4544",4819,"1938","05","BULL_SHARK","1938/05/15",1,"North",910,"M","SWIMMING","IRAQ","ASIA","Basrah City",NA,"N/A",0
"4545",4820,"1938","05","SPECIE_UNKNOWN","1938/05/02",2,"North",-1,"","BATHING","INDIA","ASIA","West Bengal",NA,"N/A",1
"4546",4821,"1938","03","SPECIE_UNKNOWN","1938/03/21",2,"South",-1,"M","WADING","FIJI","OCEANIA","Viti Levu",NA,"N/A",0
"4547",4822,"1938","03","SPECIE_UNKNOWN","1938/03/08",3,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Northern Territory",NA,"N/A",0
"4548",4823,"1938","01","TIGER_SHARK","1938/01/21",6,"South",-1,"M","FISHING","AUSTRALIA","OCEANIA","New South Wales",0.9144,"LARGO_0_1",0
"4549",4824,"1938","01","SPECIE_UNKNOWN","1938/01/18",3,"South",13,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",0
"4550",4826,"1938","01","SPECIE_UNKNOWN","1938/01/02",1,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4551",4827,"1938","00","SPECIE_UNKNOWN","",99,"North",-1,"M","DIVING","EGYPT","AFRICA","",NA,"N/A",1
"4552",4828,"1938","00","GREY_SHARK","",99,"North",50,"M","SURFING","TRINIDAD_TOBAGO","NORTH_AMERICA","Trinidad",NA,"N/A",0
"4553",4829,"1938","00","SPECIE_UNKNOWN","",99,"North",-1,"M","FISHING","USA","NORTH_AMERICA","North Carolina",NA,"N/A",0
"4554",4830,"1938","00","SPECIE_UNKNOWN","",99,"South",17,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4555",4831,"1938","00","SPECIE_UNKNOWN","",99,"South",-1,"M","SWIMMING","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",0
"4556",4832,"1937","11","SPECIE_UNKNOWN","1937/11/13",7,"North",-1,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","North Carolina",NA,"N/A",1
"4557",4833,"1937","11","SPECIE_UNKNOWN","1937/11/11",5,"South",17,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait ",3.6576,"LARGO_3_4",1
"4558",4834,"1937","11","SPECIE_UNKNOWN","1937/11/06",7,"South",-1,"M","FELL_OVERBOARD","SOLOMON_ISLANDS","OCEANIA","",NA,"N/A",1
"4559",4835,"1937","10","TIGER_SHARK","1937/10/27",4,"South",25,"M","SWIMMING","AUSTRALIA","OCEANIA","Queensland ",NA,"N/A",1
"4560",4836,"1937","10","TIGER_SHARK","1937/10/27",4,"South",18,"M","SWIMMING","AUSTRALIA","OCEANIA","Queensland",3.6,"LARGO_3_4",1
"4561",4837,"1937","10","SPECIE_UNKNOWN","1937/10/24",1,"South",16,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",2.4,"LARGO_2_3",0
"4562",4838,"1937","10","SPECIE_UNKNOWN","1937/10/24",1,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",2.6,"LARGO_2_3",0
"4563",4839,"1937","09","SPECIE_UNKNOWN","1937/09/26",1,"North",-1,"M","FISHING","CROATIA","EUROPE"," Split-Dalmatia County",NA,"N/A",0
"4564",4840,"1937","09","BASKIN_SHARK","1937/09/12",1,"North",-1,"","BOATING","SCOTLAND","EUROPE","Argyllshire",NA,"N/A",0
"4565",4841,"1937","09","BASKIN_SHARK","1937/09/11",7,"North",-1,"","FISHING","SCOTLAND","EUROPE","Arran",NA,"N/A",0
"4566",4842,"1937","09","BASKIN_SHARK","1937/09/01",4,"North",-1,"M","ROWING","SCOTLAND","EUROPE","Argyll",NA,"N/A",0
"4567",4843,"1937","08","TIGER_SHARK","1937/08/31",3,"South",38,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",2.7432,"LARGO_2_3",0
"4568",4844,"1937","08","SPECIE_UNKNOWN","1937/08/16",2,"North",-1,"M","SWIMMING","TURKEY","ASIA","",NA,"N/A",0
"4569",4845,"1937","08","SPECIE_UNKNOWN","1937/08/02",2,"North",21,"M","SWIMMING","PANAMA","NORTH_AMERICA","Colon Province",NA,"N/A",1
"4570",4846,"1937","07","SPECIE_UNKNOWN","1937/07/16",6,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Northern Territory",NA,"N/A",1
"4571",4847,"1937","07","SPECIE_UNKNOWN","1937/07/07",4,"North",-1,"","ACTIVITY_UNKNOWN","ITALY","EUROPE","Liguria",NA,"N/A",0
"4572",4848,"1937","06","SPECIE_UNKNOWN","1937/06/28",2,"North",-1,"","ACTIVITY_UNKNOWN","GREECE","EUROPE","",NA,"N/A",1
"4573",4849,"1937","06","COPPER_SHARK","1937/06/15",3,"South",-1,"M","FISHING","AUSTRALIA","OCEANIA","New South Wales",4,"LARGO_3_4",0
"4574",4850,"1937","06","SPECIE_UNKNOWN","1937/06/15",3,"North",14,"M","SWIMMING","USA","NORTH_AMERICA","Texas",NA,"N/A",1
"4575",4851,"1937","05","SPECIE_UNKNOWN","1937/05/30",1,"North",-1,"M","FISHING","USA","NORTH_AMERICA","Texas",1.2192,"LARGO_1_2",0
"4576",4852,"1937","05","SPECIE_UNKNOWN","1937/05/15",7,"South",33,"M","SWIMMING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",1
"4577",4853,"1937","03","SPECIE_UNKNOWN","1937/03/26",6,"South",16,"M","BATHING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"4578",4854,"1937","03","SPECIE_UNKNOWN","1937/03/09",3,"South",43,"M","SWIMMING","AUSTRALIA","OCEANIA","Victoria",NA,"N/A",1
"4579",4855,"1937","02","WHITE_SHARK","1937/02/13",7,"South",32,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"4580",4856,"1937","02","SPECIE_UNKNOWN","1937/02/11",5,"South",-1,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4581",4857,"1937","02","SPECIE_UNKNOWN","1937/02/04",5,"South",-1,"","FISHING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4582",4858,"1937","02","BLUE_SHARK","1937/02/03",4,"South",20,"M","FISHING","AUSTRALIA","OCEANIA","Queensland",0.9144,"LARGO_0_1",0
"4583",4859,"1937","00","SPECIE_UNKNOWN","",99,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","South Australia",NA,"N/A",1
"4584",4860,"1937","01","GREY_SHARK","1937/01/27",4,"South",18,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",2.4384,"LARGO_2_3",0
"4585",4861,"1937","00","SPECIE_UNKNOWN","",99,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4586",4862,"1936","12","SPECIE_UNKNOWN","1936/12/30",4,"North",-1,"M","DIVING","USA","NORTH_AMERICA","Hawaii",6,"LARGO_5_6",0
"4587",4863,"1936","12","SPECIE_UNKNOWN","1936/12/19",7,"South",-1,"","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Queensland",3,"LARGO_2_3",0
"4588",4864,"1936","12","SPECIE_UNKNOWN","1936/12/15",3,"South",-1,"","FISHING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4589",4865,"1936","12","SPECIE_UNKNOWN","1936/12/12",7,"South",15,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"4590",4866,"1936","12","WHITE_SHARK","1936/12/01",3,"South",50,"M","FISHING","AUSTRALIA","OCEANIA","Victoria",3.6576,"LARGO_3_4",1
"4591",4867,"1936","11","SPECIE_UNKNOWN","1936/11/27",6,"South",-1,"M","FISHING","AUSTRALIA","OCEANIA","Torres Strait",0.9,"LARGO_0_1",0
"4592",4868,"1936","09","SPECIE_UNKNOWN","1936/09/11",6,"North",-1,"M","SHIPWRECK","VIETNAM","ASIA","",NA,"N/A",1
"4593",4869,"1936","09","SPECIE_UNKNOWN","1936/09/04",6,"North",-1,"M","SWIMMING","USA","NORTH_AMERICA","Hawaii",NA,"N/A",0
"4594",4870,"1936","08","TIGER_SHARK","1936/08/24",2,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4595",4871,"1936","08","SPECIE_UNKNOWN","1936/08/13",5,"North",-1,"M","FELL_OVERBOARD","ICELAND","EUROPE","Fishing Grounds",NA,"N/A",0
"4596",4872,"1936","08","SHOVELNOSE_SHARK","1936/08/11",3,"North",-1,"","FISHING","CANADA","NORTH_AMERICA","Newfoundland",6,"LARGO_5_6",0
"4597",4873,"1936","08","SPECIE_UNKNOWN","1936/08/04",3,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4598",4874,"1936","08","SPECIE_UNKNOWN","",99,"North",13,"M","FISHING","USA","NORTH_AMERICA","North Carolina",NA,"N/A",0
"4599",4875,"1936","07","WHITE_SHARK","1936/07/25",7,"North",16,"M","SWIMMING","USA","NORTH_AMERICA","Massachusetts",NA,"N/A",1
"4600",4876,"1936","07","BLUE_SHARK","1936/07/12",1,"North",-1,"","FISHING","USA","NORTH_AMERICA","New Jersey",2.4,"LARGO_2_3",0
"4601",4877,"1936","07","SPECIE_UNKNOWN","1936/07/07",3,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4602",4878,"1936","07","SPECIE_UNKNOWN","",99,"South",-1,"","FISHING","SOUTH_AFRICA","AFRICA","Western Cape Province",NA,"N/A",0
"4603",4879,"1936","06","TIGER_SHARK","1936/06/26",6,"South",16,"M","SWIMMING","AUSTRALIA","OCEANIA","Torres Strait",2.4,"LARGO_2_3",1
"4604",4880,"1936","06","SPECIE_UNKNOWN","1936/06/06",7,"North",-1,"M","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",1
"4605",4881,"1936","04","TIGER_SHARK","1936/04/22",4,"South",16,"M","DIVING","AUSTRALIA","OCEANIA","Queensland",4.6,"LARGO_4_5",0
"4606",4882,"1936","00","SPECIE_UNKNOWN","",99,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4607",4883,"1936","03","SPECIE_UNKNOWN","1936/03/30",2,"North",-1,"M","FISHING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"4608",4884,"1936","03","SPECIE_UNKNOWN","1936/03/12",5,"South",-1,"M","ROWING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4609",4885,"1936","03","SPECIE_UNKNOWN","1936/03/19",5,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4610",4886,"1936","03","SPECIE_UNKNOWN","1936/03/04",4,"South",-1,"","ROWING","AUSTRALIA","OCEANIA","Northern Territory",NA,"N/A",0
"4611",4887,"1936","02","SPECIE_UNKNOWN","1936/02/23",1,"South",25,"F","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4612",4888,"1936","02","SPECIE_UNKNOWN","1936/02/20",5,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Queensland",3.048,"LARGO_3_4",0
"4613",4889,"1936","02","WHITE_SHARK","1936/02/04",3,"South",14,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"4614",4890,"1936","01","WHITE_SHARK","1936/01/22",4,"South",13,"M","SWIMMING","AUSTRALIA","OCEANIA","South Australia",NA,"N/A",1
"4615",4892,"1936","01","SPECIE_UNKNOWN","",99,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",2.3,"LARGO_2_3",0
"4616",4893,"1936","00","SPECIE_UNKNOWN","",99,"South",-1,"M","SWIMMING","AUSTRALIA","OCEANIA","Victoria ",NA,"N/A",1
"4617",4894,"1935","12","SPECIE_UNKNOWN","1935/12/23",2,"South",-1,"","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Victoria",4.3,"LARGO_4_5",0
"4618",4895,"1935","11","SPECIE_UNKNOWN","1935/11/13",4,"South",20,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4619",4896,"1935","09","SPECIE_UNKNOWN","1935/09/21",7,"North",38,"M","SWIMMING","USA","NORTH_AMERICA","North Carolina",NA,"N/A",1
"4620",4897,"1935","09","SPECIE_UNKNOWN","1935/09/04",4,"South",-1,"M","SWIMMING","PAPUA_NEW_GUINEA","OCEANIA","Central Province",NA,"N/A",1
"4621",4898,"1935","08","SPECIE_UNKNOWN","1935/08/26",2,"South",38,"M","FELL_OVERBOARD","AUSTRALIA","OCEANIA","Queensland",3.7,"LARGO_3_4",1
"4622",4900,"1935","08","SPECIE_UNKNOWN","1935/08/13",3,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",1
"4623",4901,"1935","07","SPECIE_UNKNOWN","1935/07/27",7,"North",23,"M","FISHING","USA","NORTH_AMERICA","California",NA,"N/A",1
"4624",4902,"1935","07","SPECIE_UNKNOWN","1935/07/27",7,"North",53,"M","FISHING","USA","NORTH_AMERICA","California",NA,"N/A",1
"4625",4903,"1935","07","SPECIE_UNKNOWN","1935/07/05",6,"North",14,"M","FISHING","PANAMA","NORTH_AMERICA","",NA,"N/A",1
"4626",4904,"1935","07","SPECIE_UNKNOWN","1935/07/01",2,"North",22,"F","SWIMMING","CROATIA","EUROPE","Adriatic Sea",NA,"N/A",1
"4627",4905,"1935","06","SPECIE_UNKNOWN","1935/06/18",3,"North",31,"M","FISHING","USA","NORTH_AMERICA","New Jersey",4.6,"LARGO_4_5",0
"4628",4906,"1935","06","SPECIE_UNKNOWN","1935/06/05",4,"South",-1,"M","FISHING","SOLOMON_ISLANDS","OCEANIA","Makira-Uluwa Province",NA,"N/A",1
"4629",4907,"1935","06","SPECIE_UNKNOWN","",99,"South",-1,"","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","South Australia",NA,"N/A",0
"4630",4908,"1935","06","SPECIE_UNKNOWN","",99,"South",-1,"","ACTIVITY_UNKNOWN","PAPUA_NEW_GUINEA","OCEANIA","Northern (Oro) Province",NA,"N/A",0
"4631",4909,"1935","05","WHITE_SHARK","1935/05/19",1,"South",-1,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",0
"4632",4910,"1935","05","SPECIE_UNKNOWN","1935/05/12",1,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",1.8,"LARGO_1_2",0
"4633",4913,"1935","04","SPECIE_UNKNOWN","1935/04/08",2,"North",-1,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","California",NA,"N/A",0
"4634",4914,"1935","03","SPECIE_UNKNOWN","1935/03/30",7,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4635",4915,"1935","03","SPECIE_UNKNOWN","1935/03/25",2,"South",-1,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",0
"4636",4916,"1935","03","TIGER_SHARK","1935/03/20",4,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",3,"LARGO_2_3",0
"4637",4917,"1935","03","BLUE_SHARK","1935/03/13",4,"South",38,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4638",4918,"1935","03","SPECIE_UNKNOWN","1935/03/11",2,"South",-1,"M","SURFING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4639",4919,"1935","03","WHITE_SHARK","1935/03/09",7,"South",27,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",4,"LARGO_3_4",1
"4640",4920,"1935","03","WHITE_SHARK","1935/03/02",7,"South",22,"M","STANDING","AUSTRALIA","OCEANIA","New South Wales",3.5,"LARGO_3_4",1
"4641",4921,"1935","02","SPECIE_UNKNOWN","1935/02/14",5,"South",20,"M","SURFING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4642",4922,"1935","01","TIGER_SHARK","1935/01/24",5,"South",-1,"M","FISHING","AUSTRALIA","OCEANIA","New South Wales",3.6576,"LARGO_3_4",0
"4643",4923,"1935","01","SPECIE_UNKNOWN","1935/01/24",5,"South",-1,"","FISHING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4644",4924,"1935","01","SPECIE_UNKNOWN","1935/01/21",2,"North",-1,"","ACTIVITY_UNKNOWN","ISRAEL","ASIA","Herzliyah",NA,"N/A",1
"4645",4925,"1935","01","SPECIE_UNKNOWN","1935/01/17",5,"South",5,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4646",4926,"1934","12","TIGER_SHARK","1934/12/31",2,"South",13,"F","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",1.5,"LARGO_1_2",0
"4647",4927,"1934","12","SPECIE_UNKNOWN","1934/12/31",2,"South",19,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"4648",4928,"1934","12","SPECIE_UNKNOWN","1934/12/23",1,"South",14,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"4649",4929,"1934","10","SPECIE_UNKNOWN","1934/10/23",3,"South",12,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4650",4930,"1934","10","SPECIE_UNKNOWN","1934/10/09",3,"South",38,"F","BATHING","AUSTRALIA","OCEANIA","Northern Territory",NA,"N/A",1
"4651",4931,"1934","10","SPECIE_UNKNOWN","1934/10/08",2,"North",-1,"M","FISHING","BERMUDA","NORTH_AMERICA","Hamilton",NA,"N/A",0
"4652",4932,"1934","10","SPECIE_UNKNOWN","1934/10/22",2,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",1
"4653",4933,"1934","09","SPECIE_UNKNOWN","1934/09/08",7,"North",-1,"M","FISHING","BERMUDA","NORTH_AMERICA","Hamilton",1.5,"LARGO_1_2",0
"4654",4934,"1934","08","WHITE_SHARK","1934/08/27",2,"North",-1,"M","FISHING","ITALY","EUROPE","Sicily",4,"LARGO_3_4",0
"4655",4935,"1934","08","SPECIE_UNKNOWN","1934/08/26",1,"North",-1,"F","SWIMMING","ITALY","EUROPE","",NA,"N/A",1
"4656",4936,"1934","08","SPECIE_UNKNOWN","1934/08/26",1,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",1
"4657",4937,"1934","08","WHITE_SHARK","1934/08/21",3,"North",18,"F","SWIMMING","CROATIA","EUROPE","Adriatic Sea",NA,"N/A",1
"4658",4938,"1934","08","SPECIE_UNKNOWN","1934/08/05",1,"North",11,"M","SWIMMING","USA","NORTH_AMERICA","Georgia",NA,"N/A",0
"4659",4939,"1934","07","BLUE_SHARK","1934/07/11",4,"South",-1,"N","FISHING","AUSTRALIA","OCEANIA","New South Wales",3.3528,"LARGO_3_4",0
